"last_name, first_name",player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed
"Markakis, Nick",455976,144,ATL,RF,34,299,,4.4,26.4
"Romine, Austin",519222,147,NYY,C,29,104,,4.49,26.4
"Smith Jr., Dwight",596105,141,TOR,LF,25,36,,4.44,26.4
"Holt, Brock",571788,111,BOS,2B,30,170,,4.39,26.3
"Garver, Mitch",641598,142,MIN,C,27,138,,4.53,26.3
"Camargo, Johan",622666,144,ATL,3B,24,196,,4.44,26.3
"Morrison, Logan",489149,142,MIN,1B,30,98,,4.56,26.3
"Tucker, Kyle",663656,117,HOU,LF,21,24,,,26.3
"Smith, Dominic",642086,121,NYM,1B,23,47,,4.5,26.3
"Hoskins, Rhys",656555,143,PHI,LF,25,176,,4.56,26.3
"Cron, C.J.",543068,139,TB,DH,28,187,,4.58,26.3
"Machado, Manny",592518,119,LAD,SS,25,270,,4.62,26.3
"Kendrick, Howie",435062,120,WSH,2B,34,69,,4.53,26.3
"Voit, Luke",572228,147,NYY,1B,27,48,,4.62,26.3
"Pederson, Joc",592626,119,LAD,LF,26,157,,4.34,26.3
"Hosmer, Eric",543333,135,SD,1B,28,307,,4.46,26.3
"Kemp, Matt",461314,119,LAD,LF,33,181,,4.53,26.2
"Marjama, Mike",605357,136,SEA,C,28,16,,,26.2
"Guzmán, Ronald",608597,140,TEX,1B,23,149,,4.48,26.2
"Beckham, Gordon",493596,136,SEA,2B,31,19,,,26.2
"Alvarez, Pedro",476883,110,BAL,DH,31,38,,4.54,26.2
"Trumbo, Mark",444432,110,BAL,DH,32,116,,4.66,26.2
"Pearce, Steve",456665,111,BOS,1B,35,115,,4.55,26.2
"Phillips, Brandon",408252,111,BOS,2B,37,14,,,26.2
"Petit, Gregorio",463610,142,MIN,2B,33,23,,4.41,26.2
"Davis, Khris",501981,133,OAK,DH,30,176,,4.77,26.2
"Suárez, Eugenio",553993,113,CIN,3B,26,183,,4.62,26.2
"Joyce, Matt",459964,133,OAK,LF,33,77,,4.58,26.1
"Calhoun, Kole",594777,108,LAA,RF,30,193,,4.52,26.1
"Seager, Corey",608369,119,LAD,SS,24,52,,4.55,26.1
"Shaw, Chris",622046,137,SF,LF,24,14,,,26.1
"Phegley, Josh",572033,133,OAK,C,30,41,,4.45,26.1
"Brantley, Michael",488726,114,CLE,LF,31,273,,4.6,26.1
"Sanchez, Adrián",506703,120,WSH,2B,27,30,,4.62,26.1
"Healy, Ryon",592387,136,SEA,1B,26,177,,4.63,26.0
"Winker, Jesse",608385,113,CIN,RF,24,128,,4.51,26.0
"Plawecki, Kevin",608700,121,NYM,C,27,98,,4.59,26.0
"Cabrera, Melky",466320,114,CLE,RF,33,128,,4.44,26.0
"Choo, Shin-Soo",425783,140,TEX,DH,35,242,1.0,4.43,26.0
"Jay, Jon",445055,109,AZ,RF,33,282,,4.5,26.0
"Garcia, Aramis",605244,137,SF,1B,25,11,,,26.0
"Wolters, Tony",547172,115,COL,C,26,97,,4.49,26.0
"Mauer, Joe",408045,142,MIN,1B,35,252,,4.57,26.0
"Zunino, Mike",572287,136,SEA,C,27,100,,4.59,26.0
"Santana, Carlos",467793,143,PHI,1B,32,244,,4.48,26.0
"Castro, Jason",488771,142,MIN,C,31,20,,,25.9
"Olson, Matt",621566,133,OAK,1B,24,182,,4.52,25.9
"McMahon, Ryan",641857,115,COL,1B,23,71,,4.53,25.9
"Adams, Matt",571431,138,STL,1B,29,99,,4.56,25.9
"Hedges, Austin",595978,135,SD,C,25,92,,4.66,25.9
"Maile, Luke",571912,141,TOR,C,27,89,,4.62,25.9
"Rasmus, Colby",458675,110,BAL,RF,31,13,,,25.9
"Belt, Brandon",474832,137,SF,1B,30,118,,4.47,25.9
"Seager, Kyle",572122,136,SEA,3B,30,189,,4.5,25.9
"Alberto, Hanser",593643,140,TEX,SS,25,12,,,25.9
"Sánchez, Gary",596142,147,NYY,C,25,127,,4.54,25.9
"Prado, Martín",445988,146,MIA,3B,34,86,,4.59,25.9
"Crawford, Brandon",543063,137,SF,SS,31,219,,4.42,25.8
"McCann, James",543510,116,DET,C,28,142,,4.72,25.8
"Cervelli, Francisco",465041,134,PIT,C,32,120,,4.54,25.8
"Choi, Ji Man",596847,139,TB,DH,27,80,,4.38,25.7
"Vogelbach, Daniel",596129,136,SEA,1B,25,24,,4.65,25.8
"Mathis, Jeff",425772,109,AZ,C,35,67,,4.64,25.7
"Arenado, Nolan",571448,115,COL,3B,27,235,,4.57,25.7
"Stassi, Max",545358,117,HOU,C,27,101,,4.65,25.7
"Moustakas, Mike",519058,158,MIL,3B,29,207,,4.6,25.7
"White, Tyler",643603,117,HOU,1B,27,80,,4.55,25.7
"Headley, Chase",452104,135,SD,3B,34,17,,,25.7
"Caratini, Victor",605170,112,CHC,C,24,94,,4.61,25.7
"Villanueva, Christian",570799,135,SD,3B,27,97,,4.66,25.7
"Ramirez, Hanley",434670,111,BOS,1B,34,76,,4.66,25.7
"Flores, Wilmer",527038,121,NYM,1B,26,163,,4.56,25.7
"Davidson, Matt",571602,145,CWS,DH,27,139,,4.63,25.6
"Frazier, Todd",453943,121,NYM,3B,32,127,,4.57,25.6
"Martin, Russell",431145,141,TOR,C,35,122,,4.76,25.6
"Panik, Joe",605412,137,SF,2B,27,168,,4.46,25.6
"Bautista, José",430832,143,PHI,RF,37,108,,4.73,25.6
"Franco, Maikel",596748,143,PHI,3B,25,197,,4.73,25.6
"Telis, Tomás",542513,146,MIA,,27,12,,,25.6
"Suzuki, Kurt",435559,144,ATL,C,34,127,,4.66,25.6
"Murphy, Daniel",502517,112,CHC,2B,33,120,,4.57,25.6
"Rizzo, Anthony",519203,112,CHC,1B,28,220,,4.58,25.6
"Hundley, Nick",460026,137,SF,C,34,90,,4.67,25.5
"Gordon, Alex",460086,118,KC,LF,34,186,,4.57,25.5
"Mesoraco, Devin",519023,121,NYM,C,30,82,,4.53,25.5
"Bruce, Jay",457803,121,NYM,RF,31,83,,4.52,25.5
"Gimenez, Chris",460269,142,MIN,C,35,23,,4.69,25.5
"Davis, Chris",448801,110,BAL,1B,32,136,,4.65,25.5
"Sisco, Chance",642082,110,BAL,C,23,51,,4.53,25.5
"Cabrera, Asdrúbal",452678,143,PHI,2B,32,197,,4.63,25.4
"Viloria, Meibrys",650619,118,KC,C,21,14,,,25.4
"Fernández, José Miguel",628336,108,LAA,1B,30,49,,4.68,25.4
"Donaldson, Josh",518626,114,CLE,3B,32,80,,4.7,25.4
"Votto, Joey",458015,113,CIN,1B,34,190,,4.72,25.3
"Chirinos, Robinson",455139,140,TEX,C,34,82,,4.79,25.3
"Iannetta, Chris",455104,115,COL,C,35,114,,4.79,25.3
"Vázquez, Christian",543877,111,BOS,C,27,112,,4.57,25.3
"Moreland, Mitch",519048,111,BOS,1B,32,164,,4.41,25.3
"Flowers, Tyler",452095,144,ATL,C,32,81,,4.56,25.3
"Stallings, Jacob",607732,134,PIT,C,28,16,,,25.2
"Tellez, Rowdy",642133,141,TOR,1B,23,28,,,25.2
"Narváez, Omar",553882,145,CWS,C,26,123,,4.69,25.2
"Moran, Colin",592567,134,PIT,3B,25,175,,4.61,25.2
"Gyorko, Jedd",576397,138,STL,3B,29,131,,4.55,25.2
"Ciuffo, Nick",624419,139,TB,C,23,11,,,25.2
"Holliday, Matt",407812,115,COL,LF,38,21,,,25.1
"Lucroy, Jonathan",518960,133,OAK,C,32,173,,4.7,25.1
"Nido, Tomás",621512,121,NYM,C,24,35,,4.8,25.1
"Bird, Greg",595885,147,NYY,1B,25,87,,4.72,25.1
"Wynns, Austin",642851,110,BAL,C,27,44,,4.83,25.1
"Freitas, David",571679,136,SEA,C,29,34,,4.85,25.1
"Holaday, Bryan",592407,146,MIA,C,30,64,,4.64,25.1
"Perez, Salvador",521692,118,KC,C,28,149,,4.82,25.0
"Piña, Manny",444489,158,MIL,C,31,123,,4.72,25.0
"Wallach, Chad",595453,146,MIA,C,26,14,,,25.0
"Barnhart, Tucker",571466,113,CIN,C,27,191,,4.65,25.0
"Sandoval, Pablo",467055,137,SF,3B,31,91,,4.56,25.0
"Pérez, Carlos",542208,140,TEX,C,27,14,,,25.0
"Higashioka, Kyle",543309,147,NYY,C,28,15,,,25.0
"Kieboom, Spencer",571851,120,WSH,C,27,48,,4.86,25.0
"Duda, Lucas",446263,144,ATL,1B,32,98,,4.75,24.9
"Butera, Drew",460077,115,COL,C,34,61,,4.71,24.9
"Cruz, Nelson",443558,136,SEA,DH,37,183,,4.73,24.9
"Pérez, Michael",605421,139,TB,C,25,24,,,24.9
"Beltré, Adrián",134181,140,TEX,3B,39,155,,4.74,24.9
"Posey, Buster",457763,137,SF,C,31,188,,4.7,24.8
"Lopez, Raffy",607257,135,SD,C,30,23,,,24.7
"Solarte, Yangervis",500208,141,TOR,3B,30,198,,4.75,24.7
"Centeno, Juan",518542,140,TEX,C,28,15,,,24.7
"Aguilar, Jesús",542583,158,MIL,1B,28,153,,4.7,24.6
"Kratz, Erik",456124,158,MIL,C,38,88,,4.78,24.6
"Kelly, Carson",608348,138,STL,C,23,15,,,24.6
"Lobaton, Jose",446653,121,NYM,C,33,20,,,24.6
"Pérez, Roberto",547379,114,CLE,C,29,56,,4.86,24.6
"Arcia, Francisco",516472,108,LAA,C,28,40,,4.8,24.5
"Astudillo, Willians",553902,142,MIN,C,26,43,,4.81,24.5
"Rivera, René",425784,144,ATL,C,34,23,,,24.5
"Grandal, Yasmani",518735,119,LAD,C,29,153,,4.88,24.5
"Canó, Robinson",429664,136,SEA,2B,35,149,,4.59,24.5
"Encarnación, Edwin",429665,114,CLE,DH,35,156,,4.84,24.4
"Casali, Curt",592200,113,CIN,C,29,48,,4.91,24.5
"Reynolds, Mark",448602,120,WSH,1B,34,60,,4.82,24.4
"González, Adrián",408236,121,NYM,1B,36,61,,4.76,24.4
"Wieters, Matt",446308,120,WSH,C,32,75,,4.7,24.2
"Gallagher, Cam",595956,118,KC,C,25,19,,,24.2
"Ellis, A.J.",454560,135,SD,C,37,56,,4.93,24.1
"Cabrera, Miguel",408234,116,DET,1B,35,61,,4.93,24.1
"Valbuena, Luis",472528,108,LAA,3B,32,72,,4.74,24.0
"Maldonado, Martín",455117,117,HOU,C,31,149,,4.89,24.0
"León, Sandy",506702,111,BOS,C,29,96,,4.72,24.0
"Federowicz, Tim",543148,113,CIN,C,30,10,,,23.9
"Maxwell, Bruce",622194,133,OAK,C,27,21,,4.96,23.9
"Smoak, Justin",475253,141,TOR,1B,31,183,,4.91,23.8
"Avila, Alex",488671,109,AZ,C,31,54,,4.94,23.8
"Bandy, Jett",542908,158,MIL,C,28,14,,,23.8
"Wilson, Bobby",435064,142,MIN,C,35,63,,4.86,23.8
"Bour, Justin",571506,143,PHI,1B,30,147,,4.72,23.7
"Castillo, Welington",456078,145,CWS,C,31,53,,4.97,23.6
"Morales, Kendrys",434778,141,TOR,DH,35,153,,4.96,23.5
"Alonso, Yonder",475174,114,CLE,1B,31,162,,4.95,23.3
"Peña, Francisco",506747,138,STL,C,28,49,,4.92,23.2
"Martinez, Victor",400121,116,DET,DH,39,163,,4.87,23.2
"Sucre, Jesús",491696,139,TB,C,30,66,,5.09,22.9
"Molina, Yadier",425877,138,STL,C,35,173,,4.91,22.9
"Ramos, Wilson",467092,143,PHI,C,30,162,,4.93,22.8
"McCann, Brian",435263,117,HOU,C,34,44,,4.98,22.7
"Pujols, Albert",405395,108,LAA,1B,38,168,,5.01,22.2
